Ranking IDHM 2010;Município;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;Estado
551 º;Paranaguá ;750;0733;0852;676;PR
551 º;Canoas ;750;0768;0864;636;RS
551 º;Cruz Alta ;750;0754;0858;653;RS
551 º;Presidente Epitácio ;750;0714;0845;700;SP
551 º;Bariri ;750;0736;0867;662;SP
551 º;Bom Despacho ;750;0742;0861;661;MG
551 º;Campo Verde ;750;0755;0834;670;MT
551 º;Água Santa ;750;0840;0850;590;RS
551 º;Capivari ;750;0744;0848;669;SP
551 º;São João do Pau D'Alho ;750;0714;0854;692;SP
551 º;Feliz ;750;0758;0847;658;RS
562 º;União Paulista ;749;0697;0863;699;SP
562 º;Campos do Jordão ;749;0761;0852;648;SP
562 º;Embu-Guaçu ;749;0713;0834;708;SP
562 º;Oscar Bressane ;749;0713;0823;715;SP
562 º;Betim ;749;0709;0864;687;MG
562 º;Laurentino ;749;0742;0855;662;SC
562 º;Linha Nova ;749;0751;0846;662;RS
562 º;Arcos ;749;0717;0874;671;MG
562 º;São Lourenço do Oeste ;749;0748;0807;695;SC
562 º;Terra Roxa ;749;0732;0838;684;SP
562 º;Antônio Carlos ;749;0768;0890;615;SC
562 º;Ipuã ;749;0759;0848;654;SP
562 º;Pareci Novo ;749;0738;0852;668;RS
562 º;Peruíbe ;749;0730;0854;675;SP
562 º;Rio Grande da Serra ;749;0684;0823;745;SP
562 º;Paraíso ;749;0751;0837;668;SP
562 º;Carapicuíba ;749;0721;0842;693;SP
562 º;Harmonia ;749;0748;0841;668;RS
562 º;Pirajuí ;749;0734;0853;672;SP
562 º;Xavantina ;749;0772;0861;632;SC
562 º;Artur Nogueira ;749;0745;0827;681;SP
583 º;São João de Iracema ;748;0682;0833;738;SP
583 º;Duartina ;748;0716;0837;698;SP
583 º;Tanabi ;748;0735;0829;687;SP
583 º;Ituporanga ;748;0749;0876;638;SC
583 º;Barra do Garças ;748;0738;0817;693;MT
583 º;Mondaí ;748;0728;0875;657;SC
583 º;Canela ;748;0738;0849;667;RS
583 º;Nova Trento ;748;0749;0891;628;SC
583 º;São João do Polêsine ;748;0748;0847;661;RS
583 º;Miraselva ;748;0694;0854;707;PR
583 º;Apucarana ;748;0741;0845;668;PR
583 º;Cafelândia ;748;0723;0835;692;PR
583 º;Cabedelo ;748;0782;0822;651;PB
583 º;Arapongas ;748;0751;0834;669;PR
583 º;Barão ;748;0767;0836;652;RS
583 º;Taquaritinga ;748;0727;0827;696;SP
599 º;Sananduva ;747;0764;0843;647;RS
599 º;Novo Hamburgo ;747;0778;0852;629;RS
599 º;Tucunduva ;747;0748;0816;682;RS
599 º;Pato Bragado ;747;0745;0807;694;PR
599 º;Condor ;747;0735;0852;666;RS
599 º;Astorga ;747;0754;0818;675;PR
599 º;Floreal ;747;0710;0808;726;SP
599 º;Dourados ;747;0753;0843;657;MS
599 º;Ibitinga ;747;0738;0846;667;SP
599 º;General Salgado ;747;0734;0808;702;SP
599 º;Cândido Mota ;747;0701;0845;704;SP
599 º;São José do Inhacorá ;747;0723;0822;702;RS
599 º;Sud Mennucci ;747;0743;0809;694;SP
599 º;Jandaia do Sul ;747;0741;0801;703;PR
599 º;Confins ;747;0706;0830;711;MG
599 º;Potirendaba ;747;0737;0857;661;SP
599 º;Iturama ;747;0730;0848;674;MG
599 º;Cordilheira Alta ;747;0735;0855;662;SC
599 º;Ouvidor ;747;0721;0830;697;GO
599 º;Nova Aurora ;747;0703;0849;697;GO
599 º;Brumadinho ;747;0761;0857;639;MG
599 º;Nova Bassano ;747;0778;0849;632;RS
599 º;Governador Celso Ramos ;747;0737;0870;651;SC
599 º;Ribeirão do Sul ;747;0753;0818;676;SP
599 º;Tapera ;747;0743;0835;672;RS
599 º;Charqueadas ;747;0726;0870;659;RS
599 º;Alto Alegre ;747;0756;0859;642;RS
599 º;Teutônia ;747;0751;0855;650;RS
599 º;Elisiário ;747;0711;0825;712;SP
628 º;Balneário Arroio do Silva ;746;0753;0858;642;SC
628 º;Paraíso do Norte ;746;0752;0825;668;PR
628 º;Santa Tereza ;746;0765;0853;637;RS
628 º;Nuporanga ;746;0730;0866;656;SP
628 º;Valparaíso de Goiás ;746;0733;0815;695;GO
628 º;Mato Leitão ;746;0721;0853;676;RS
628 º;Doutor Camargo ;746;0704;0839;702;PR
628 º;Getúlio Vargas ;746;0747;0843;658;RS
628 º;Urânia ;746;0727;0804;709;SP
628 º;Coqueiros do Sul ;746;0806;0840;614;RS
628 º;Muçum ;746;0757;0840;654;RS
628 º;Itambé ;746;0691;0854;703;PR
628 º;Borá ;746;0712;0863;675;SP
628 º;Cachoeiro de Itapemirim ;746;0733;0837;677;ES
628 º;Belém ;746;0751;0822;673;PA
628 º;Colatina ;746;0738;0841;668;ES
628 º;Bady Bassitt ;746;0737;0805;701;SP
628 º;Palmital ;746;0727;0814;702;SP
628 º;Bom Princípio ;746;0751;0836;661;RS
628 º;Capitão ;746;0747;0842;661;RS
648 º;Miguel Pereira ;745;0740;0828;675;RJ
648 º;Campo Largo ;745;0730;0854;664;PR
648 º;Águas Frias ;745;0728;0860;661;SC
648 º;Itanhaém ;745;0716;0823;701;SP
648 º;Campo Bom ;745;0755;0852;643;RS
648 º;Bozano ;745;0773;0853;628;RS
648 º;Iacanga ;745;0721;0851;675;SP
648 º;Rafard ;745;0722;0823;696;SP
648 º;Floraí ;745;0739;0853;656;PR
648 º;Echaporã ;745;0719;0834;690;SP
648 º;Urupês ;745;0741;0817;683;SP
648 º;Nova Friburgo ;745;0758;0846;645;RJ
648 º;Petrópolis ;745;0763;0847;639;RJ
648 º;Águas de Lindóia ;745;0725;0846;675;SP
648 º;Agudos ;745;0705;0845;694;SP
648 º;Américo de Campos ;745;0715;0817;708;SP
648 º;Mairipotaba ;745;0748;0854;648;GO
648 º;Três Ranchos ;745;0724;0849;672;GO
648 º;Junqueirópolis ;745;0727;0860;662;SP
667 º;Nova Palma ;744;0762;0841;643;RS
667 º;Torrinha ;744;0734;0852;658;SP
667 º;Uruguaiana ;744;0722;0863;661;RS
667 º;Três Corações ;744;0730;0855;660;MG
667 º;Campos de Júlio ;744;0800;0825;625;MT
667 º;Dumont ;744;0720;0849;674;SP
667 º;Sorriso ;744;0774;0839;635;MT
667 º;Itápolis ;744;0738;0836;667;SP
667 º;Pires do Rio ;744;0719;0880;650;GO
667 º;Coronel Freitas ;744;0732;0860;653;SC
667 º;Bento de Abreu ;744;0706;0820;712;SP
667 º;Leme ;744;0729;0851;665;SP
667 º;Formosa ;744;0726;0852;666;GO
667 º;Perdões ;744;0710;0878;661;MG
667 º;Barra do Jacaré ;744;0678;0813;747;PR
667 º;Paracatu ;744;0704;0854;685;MG
667 º;Santa Helena ;744;0738;0823;678;PR
667 º;Coronel Barros ;744;0793;0852;610;RS
667 º;Salete ;744;0737;0803;695;SC
667 º;Poço das Antas ;744;0742;0877;634;RS
667 º;Bicas ;744;0726;0850;667;MG
667 º;São Manuel ;744;0735;0805;695;SP
667 º;Mendonça ;744;0720;0863;663;SP
667 º;Vista Alegre do Alto ;744;0726;0840;676;SP
667 º;Três Lagoas ;744;0752;0849;645;MS
667 º;Lobato ;744;0708;0841;692;PR
667 º;Arealva ;744;0718;0840;683;SP
667 º;Rio Grande ;744;0752;0861;637;RS
695 º;Santa Cruz da Esperança ;743;0719;0832;686;SP
695 º;Nova Luzitânia ;743;0705;0808;719;SP
695 º;Imigrante ;743;0764;0844;635;RS
695 º;Jussara ;743;0768;0842;635;GO
695 º;Dois Irmãos ;743;0763;0848;633;RS
695 º;Sobradinho ;743;0735;0861;647;RS
695 º;Augusto Pestana ;743;0779;0847;621;RS
695 º;Macaubal ;743;0720;0844;676;SP
695 º;Capão da Canoa ;743;0756;0852;637;RS
695 º;Penha ;743;0739;0867;640;SC
695 º;Descanso ;743;0741;0854;647;SC
695 º;Promissão ;743;0724;0850;666;SP
695 º;Mairinque ;743;0721;0831;684;SP
695 º;Jacarezinho ;743;0734;0844;663;PR
695 º;Caxambu ;743;0770;0848;629;MG
695 º;Morro Reuter ;743;0733;0858;653;RS
695 º;Guatapará ;743;0724;0822;688;SP
695 º;Jaguariaíva ;743;0698;0859;684;PR
695 º;Lindóia do Sul ;743;0747;0865;636;SC
695 º;Mira Estrela ;743;0697;0806;731;SP
695 º;Marema ;743;0748;0862;636;SC
695 º;Matinhos ;743;0743;0834;662;PR
695 º;São Jorge do Ivaí ;743;0727;0810;696;PR
695 º;Iporá ;743;0731;0840;667;GO
719 º;Pedranópolis ;742;0698;0854;684;SP
719 º;Barro Alto ;742;0701;0854;682;GO
719 º;Itapecerica da Serra ;742;0699;0852;687;SP
719 º;Vila Flores ;742;0725;0867;650;RS
719 º;Silveira Martins ;742;0744;0852;644;RS
719 º;Cachoeira do Sul ;742;0739;0854;648;RS
719 º;Vazante ;742;0707;0866;666;MG
719 º;Lourdes ;742;0697;0816;717;SP
719 º;Irani ;742;0715;0847;675;SC
719 º;Bocaina ;742;0741;0840;656;SP
719 º;Tio Hugo ;742;0709;0845;682;RS
719 º;Lindóia ;742;0722;0864;654;SP
719 º;Nova Ramada ;742;0752;0847;642;RS
719 º;São Martinho ;742;0754;0830;654;SC
719 º;Cafelândia ;742;0714;0867;661;SP
719 º;Ascurra ;742;0739;0868;636;SC
719 º;Chapadão do Céu ;742;0748;0837;652;GO
719 º;Bom Sucesso do Sul ;742;0704;0836;695;PR
719 º;Cunha Porã ;742;0744;0804;682;SC
719 º;Mariana ;742;0705;0874;664;MG
719 º;Dolcinópolis ;742;0699;0825;709;SP
719 º;Quatro Barras ;742;0740;0831;665;PR
719 º;Campos Novos ;742;0721;0861;658;SC
719 º;Dona Emma ;742;0762;0862;622;SC
743 º;Jumirim ;741;0721;0863;655;SP
743 º;Nova Roma do Sul ;741;0794;0851;602;RS
743 º;Anhumas ;741;0683;0845;706;SP
743 º;Bambuí ;741;0735;0870;636;MG
743 º;Santos Dumont ;741;0688;0847;697;MG
743 º;Motuca ;741;0685;0859;691;SP
743 º;Carneirinho ;741;0749;0873;622;MG
743 º;Ouro Preto ;741;0721;0834;677;MG
743 º;Içara ;741;0732;0861;645;SC
743 º;Dirce Reis ;741;0686;0842;704;SP
743 º;Cachoeira da Prata ;741;0689;0834;707;MG
743 º;Agronômica ;741;0774;0884;595;SC
743 º;João Ramalho ;741;0701;0818;710;SP
743 º;Cotiporã ;741;0767;0835;636;RS
743 º;Monte Castelo ;741;0706;0814;709;SP
743 º;Guaraí ;741;0724;0839;670;TO
743 º;Pejuçara ;741;0724;0867;648;RS
743 º;Miguelópolis ;741;0712;0863;661;SP
743 º;Alfredo Marcondes ;741;0682;0840;710;SP
743 º;Teodoro Sampaio ;741;0699;0856;679;SP
743 º;São Luiz Gonzaga ;741;0718;0855;664;RS
764 º;Otacílio Costa ;740;0713;0835;681;SC
764 º;Quirinópolis ;740;0732;0863;642;GO
764 º;Brotas ;740;0724;0815;688;SP
764 º;Aramina ;740;0723;0856;656;SP
764 º;Lagoa Santa ;740;0733;0868;638;GO
764 º;Tiradentes ;740;0741;0885;619;MG
764 º;Ibirá ;740;0741;0841;650;SP
764 º;Muzambinho ;740;0723;0859;652;MG
764 º;Macedônia ;740;0705;0852;675;SP
764 º;Porto Nacional ;740;0699;0826;701;TO
764 º;Delfinópolis ;740;0702;0872;661;MG
764 º;Rifaina ;740;0713;0824;690;SP
764 º;Santópolis do Aguapeí ;740;0680;0830;719;SP
764 º;Santa Clara do Sul ;740;0747;0843;644;RS
764 º;Salvador do Sul ;740;0750;0843;641;RS
764 º;Nova Alvorada ;740;0763;0838;634;RS
764 º;Estiva Gerbi ;740;0716;0815;695;SP
764 º;Araucária ;740;0743;0852;639;PR
764 º;Chopinzinho ;740;0740;0817;671;PR
764 º;Mercedes ;740;0708;0843;680;PR
764 º;Sabáudia ;740;0710;0843;676;PR
764 º;União da Vitória ;740;0713;0837;680;PR
764 º;Benedito Novo ;740;0723;0868;645;SC
764 º;Bagé ;740;0739;0848;647;RS
764 º;Arroio do Sal ;740;0740;0844;649;RS
764 º;Anta Gorda ;740;0742;0868;630;RS
764 º;Almirante Tamandaré do Sul ;740;0732;0828;669;RS
764 º;Alegrete ;740;0720;0849;664;RS
764 º;Turvo ;740;0742;0867;631;SC
764 º;São João Batista ;740;0739;0865;634;SC
764 º;Estrela do Norte ;740;0693;0818;714;SP
795 º;São Gonçalo ;739;0711;0833;681;RJ
795 º;São Pedro da Serra ;739;0748;0851;634;RS
795 º;Catuípe ;739;0763;0842;627;RS
795 º;São Sebastião do Caí ;739;0734;0852;646;RS
795 º;Carlos Gomes ;739;0732;0886;622;RS
795 º;Taquaruçu do Sul ;739;0768;0830;633;RS
795 º;Santo Augusto ;739;0753;0840;637;RS
795 º;Ubiratã ;739;0706;0854;669;PR
795 º;Biguaçu ;739;0733;0836;659;SC
795 º;Guaiçara ;739;0697;0853;679;SP
795 º;Edéia ;739;0755;0826;648;GO
795 º;Serra ;739;0720;0844;664;ES
795 º;São José da Barra ;739;0722;0876;637;MG
795 º;Bom Retiro do Sul ;739;0725;0857;649;RS
795 º;Santa Mercedes ;739;0683;0847;699;SP
795 º;Pelotas ;739;0758;0844;632;RS
795 º;Viradouro ;739;0717;0823;683;SP
795 º;Pederneiras ;739;0738;0812;673;SP
795 º;Itanhandu ;739;0720;0871;643;MG
795 º;Ituiutaba ;739;0745;0840;644;MG
795 º;Manduri ;739;0730;0818;675;SP
795 º;Piracaia ;739;0758;0851;625;SP
795 º;Ibiaçá ;739;0766;0888;593;RS
795 º;Rolândia ;739;0744;0821;661;PR
795 º;Santo Inácio ;739;0746;0843;641;PR
795 º;Vista Alegre ;739;0760;0842;631;RS
795 º;São Leopoldo ;739;0766;0861;612;RS
795 º;Nova Granada ;739;0727;0818;680;SP
823 º;Santa Ernestina ;738;0716;0802;699;SP
823 º;Lagoa Vermelha ;738;0734;0885;620;RS
823 º;Morro da Fumaça ;738;0732;0825;665;SC
823 º;Santo Cristo ;738;0746;0820;656;RS
823 º;Dourado ;738;0718;0811;689;SP
823 º;Rio Negrinho ;738;0710;0848;668;SC
823 º;Meleiro ;738;0734;0808;679;SC
823 º;Santa Isabel ;738;0700;0834;689;SP
823 º;São João do Itaperiú ;738;0714;0873;645;SC
823 º;Cabreúva ;738;0717;0828;678;SP
823 º;Valença ;738;0713;0848;666;RJ
823 º;Ipumirim ;738;0747;0853;631;SC
823 º;Ferraz de Vasconcelos ;738;0691;0828;703;SP
823 º;Ilhota ;738;0750;0883;607;SC
823 º;Barra Velha ;738;0735;0857;639;SC
823 º;Campina das Missões ;738;0698;0849;677;RS
823 º;Santa Terezinha de Itaipu ;738;0716;0814;689;PR
823 º;Porecatu ;738;0728;0834;661;PR
823 º;Pontal do Paraná ;738;0737;0831;655;PR
823 º;Quatá ;738;0706;0814;700;SP
823 º;Mirassolândia ;738;0704;0829;690;SP
823 º;Nova Aliança ;738;0710;0826;684;SP
823 º;Itaipulândia ;738;0779;0848;608;PR
823 º;Gaurama ;738;0733;0852;643;RS
823 º;Onda Verde ;738;0693;0863;671;SP
823 º;Humaitá ;738;0732;0837;657;RS
823 º;Corbélia ;738;0728;0807;683;PR
850 º;Mesquita ;737;0704;0839;678;RJ
850 º;Tangará ;737;0748;0867;617;SC
850 º;Manaus ;737;0738;0826;658;AM
850 º;Luiz Alves ;737;0766;0870;600;SC
850 º;Braúna ;737;0725;0830;664;SP
850 º;Pindorama ;737;0726;0842;654;SP
850 º;Cubatão ;737;0716;0821;681;SP
850 º;Vargem Grande do Sul ;737;0721;0863;643;SP
850 º;Presidente Nereu ;737;0765;0861;609;SC
850 º;Parapuã ;737;0693;0830;696;SP
850 º;Palmitos ;737;0757;0836;632;SC
850 º;Santa Gertrudes ;737;0723;0847;654;SP
850 º;Uruaçu ;737;0740;0860;628;GO
850 º;Roseira ;737;0691;0823;704;SP
850 º;Guaraci ;737;0698;0840;682;SP
850 º;Cumari ;737;0744;0819;657;GO
850 º;Ibirama ;737;0749;0848;630;SC
850 º;Guarani das Missões ;737;0698;0863;665;RS
850 º;Santa Lúcia ;737;0696;0818;703;SP
850 º;Anápolis ;737;0737;0822;660;GO
850 º;Ribeirão Vermelho ;737;0699;0850;675;MG
850 º;Piumhi ;737;0729;0878;625;MG
850 º;Itatiaia ;737;0735;0836;652;RJ
850 º;Vale Real ;737;0739;0850;636;RS
850 º;Vera Cruz ;737;0738;0842;643;RS
850 º;Palmeira das Missões ;737;0722;0831;667;RS
876 º;Grão Pará ;736;0749;0846;630;SC
876 º;São Borja ;736;0720;0860;643;RS
876 º;Turmalina ;736;0724;0817;675;SP
876 º;Pereiras ;736;0717;0873;637;SP
876 º;Navegantes ;736;0731;0873;624;SC
876 º;Atalaia ;736;0707;0854;660;PR
876 º;Maracaju ;736;0744;0873;613;MS
876 º;Pariquera-Açu ;736;0682;0862;678;SP
876 º;Floresta ;736;0707;0816;691;PR
876 º;Gravataí ;736;0727;0862;636;RS
876 º;Camargo ;736;0762;0854;612;RS
876 º;Nova Itaberaba ;736;0753;0876;605;SC
876 º;São Gotardo ;736;0739;0855;632;MG
876 º;Iepê ;736;0700;0814;700;SP
876 º;Porto Velho ;736;0764;0819;638;RO
876 º;Unaí ;736;0723;0847;651;MG
876 º;Mendes ;736;0707;0806;700;RJ
876 º;Ipira ;736;0724;0838;657;SC
876 º;Sanclerlândia ;736;0725;0832;662;GO
876 º;Charqueada ;736;0720;0820;675;SP
876 º;Conchas ;736;0725;0837;658;SP
897 º;Valentim Gentil ;735;0708;0810;692;SP
897 º;Cabo Frio ;735;0743;0836;640;RJ
897 º;Buritizal ;735;0743;0830;643;SP
897 º;Itapevi ;735;0687;0855;677;SP
897 º;Bom Jesus da Penha ;735;0696;0862;662;MG
897 º;São Mateus ;735;0719;0843;655;ES
897 º;Marialva ;735;0733;0814;666;PR
897 º;Porto Rico ;735;0691;0846;680;PR
897 º;Lauro Muller ;735;0714;0822;677;SC
897 º;Caçador ;735;0728;0878;620;SC
897 º;Presidente Alves ;735;0711;0811;689;SP
897 º;Santa Branca ;735;0706;0828;678;SP
897 º;Xangri-Lá ;735;0740;0852;630;RS
897 º;Aspásia ;735;0699;0864;657;SP
897 º;Nova Independência ;735;0675;0827;711;SP
897 º;Santa Rita do Trivelato ;735;0738;0852;632;MT
897 º;Jardinópolis ;735;0728;0853;640;SP
897 º;Jaciara ;735;0728;0833;655;MT
897 º;Embu ;735;0700;0839;676;SP
897 º;Olinda ;735;0704;0836;675;PE
897 º;Nova Esperança do Sul ;735;0723;0848;647;RS
897 º;Glicério ;735;0735;0858;630;SP
897 º;Tabapuã ;735;0726;0820;666;SP
920 º;Morrinhos ;734;0739;0862;621;GO
920 º;Pontal do Araguaia ;734;0691;0816;702;MT
920 º;São Pedro de Alcântara ;734;0757;0846;618;SC
920 º;Bernardino de Campos ;734;0713;0838;662;SP
920 º;Divinolândia ;734;0720;0850;645;SP
920 º;Cristais Paulista ;734;0723;0802;682;SP
920 º;Andradas ;734;0731;0878;617;MG
920 º;Alto Feliz ;734;0740;0886;603;RS
920 º;Bom Jesus do Norte ;734;0689;0854;673;ES
920 º;Barra do Guarita ;734;0696;0845;672;RS
920 º;Sarzedo ;734;0706;0871;643;MG
920 º;Cássia dos Coqueiros ;734;0680;0864;673;SP
920 º;Rincão ;734;0701;0826;682;SP
920 º;Barroso ;734;0675;0864;678;MG
920 º;Campo Novo do Parecis ;734;0745;0819;649;MT
920 º;Cajobi ;734;0714;0822;674;SP
920 º;Cambé ;734;0724;0840;651;PR
920 º;Telêmaco Borba ;734;0726;0828;657;PR
920 º;Várzea Grande ;734;0711;0842;661;MT
920 º;Muriaé ;734;0731;0853;634;MG
940 º;Arraial do Cabo ;733;0722;0805;677;RJ
940 º;União da Serra ;733;0786;0852;587;RS
940 º;Macapá ;733;0723;0820;663;AP
940 º;Arabutã ;733;0744;0863;614;SC
940 º;Renascença ;733;0746;0838;630;PR
940 º;Barra do Piraí ;733;0723;0819;665;RJ
940 º;Taquari ;733;0737;0849;629;RS
940 º;Gentil ;733;0710;0863;643;RS
940 º;Santa Clara D'Oeste ;733;0712;0804;687;SP
940 º;Ariranha ;733;0730;0813;663;SP
940 º;Monte Mor ;733;0713;0863;639;SP
940 º;Montividiu ;733;0738;0827;644;GO
940 º;Colombo ;733;0715;0870;632;PR
940 º;Nova Aurora ;733;0726;0844;642;PR
940 º;Jarinu ;733;0723;0826;659;SP
940 º;Iacri ;733;0701;0857;655;SP
940 º;Lucianópolis ;733;0736;0809;662;SP
940 º;Triunfo ;733;0717;0873;629;RS
940 º;Protásio Alves ;733;0771;0839;609;RS
940 º;Pradópolis ;733;0738;0822;650;SP
940 º;Bananal ;733;0693;0872;653;SP
940 º;Caldas Novas ;733;0739;0832;640;GO
940 º;Carmo do Rio Claro ;733;0715;0850;649;MG
940 º;Aurora ;733;0748;0870;606;SC
940 º;Atalanta ;733;0736;0802;668;SC
965 º;Pontes Gestal ;732;0705;0805;690;SP
965 º;Paranapuã ;732;0712;0842;655;SP
965 º;Céu Azul ;732;0732;0812;659;PR
965 º;Palestina ;732;0717;0848;645;SP
965 º;Piacatu ;732;0681;0843;684;SP
965 º;Rodeio Bonito ;732;0733;0842;636;RS
965 º;Flórida ;732;0707;0816;679;PR
965 º;Extrema ;732;0729;0849;633;MG
965 º;Lagoa da Prata ;732;0720;0832;655;MG
965 º;Pedro Afonso ;732;0699;0846;664;TO
965 º;Sapezal ;732;0758;0836;620;MT
965 º;Quintana ;732;0689;0811;703;SP
965 º;Paulista ;732;0673;0830;703;PE
965 º;Chiapetta ;732;0702;0850;657;RS
965 º;Engenheiro Coelho ;732;0720;0815;668;SP
965 º;Itapeva ;732;0702;0803;697;SP
965 º;Sacramento ;732;0726;0871;619;MG
965 º;Aragarças ;732;0694;0830;680;GO
965 º;Guarani D'Oeste ;732;0682;0806;714;SP
965 º;Fartura ;732;0699;0867;648;SP
965 º;Santo Expedito do Sul ;732;0679;0853;677;RS
965 º;Firminópolis ;732;0681;0838;688;GO
965 º;Bom Jesus do Itabapoana ;732;0723;0819;662;RJ
965 º;Salesópolis ;732;0687;0829;690;SP
965 º;Jaborá ;732;0746;0801;657;SC
965 º;Santo Expedito ;732;0664;0828;714;SP
965 º;São Jorge ;732;0750;0846;617;RS
965 º;Urutaí ;732;0700;0841;666;GO
993 º;Itapejara D'Oeste ;731;0713;0828;661;PR
993 º;Franco da Rocha ;731;0702;0852;654;SP
993 º;Guarapari ;731;0746;0837;626;ES
993 º;Fraiburgo ;731;0712;0860;637;SC
993 º;Boa Vista do Incra ;731;0703;0867;641;RS
993 º;Pirapora ;731;0693;0828;680;MG
993 º;Nova Santa Rosa ;731;0732;0809;660;PR
993 º;Guarapuava ;731;0730;0853;628;PR
993 º;Meridiano ;731;0717;0817;667;SP
993 º;Matozinhos ;731;0690;0864;654;MG
993 º;São Bonifácio ;731;0729;0860;622;SC
993 º;Soledade ;731;0727;0861;625;RS
993 º;Imperatriz ;731;0697;0803;698;MA
993 º;Tambaú ;731;0729;0858;624;SP
993 º;Goioerê ;731;0720;0850;639;PR
993 º;São Luís de Montes Belos ;731;0721;0809;670;GO
993 º;Vilhena ;731;0734;0808;659;RO
993 º;Castilho ;731;0688;0827;686;SP
993 º;São José do Cedro ;731;0753;0830;625;SC
993 º;Grupiara ;731;0679;0844;682;MG
993 º;Tamboara ;731;0679;0852;674;PR
993 º;Marinópolis ;731;0681;0825;694;SP
993 º;Sabará ;731;0699;0833;670;MG
993 º;Guararema ;731;0729;0817;656;SP
993 º;Relvado ;731;0765;0868;588;RS
993 º;Rio Quente ;731;0707;0878;629;GO
993 º;Luís Antônio ;731;0709;0822;671;SP
993 º;Três Pontas ;731;0714;0850;643;MG
1021 º;Caçu ;730;0774;0840;599;GO
1021 º;Frutal ;730;0730;0865;615;MG
1021 º;Palmelo ;730;0734;0804;659;GO
1021 º;Bertioga ;730;0727;0817;654;SP
1021 º;Borda da Mata ;730;0703;0865;640;MG
1021 º;Itaperuna ;730;0716;0837;649;RJ
1021 º;Raposos ;730;0706;0832;661;MG
1021 º;Itajobi ;730;0727;0832;644;SP
1021 º;Guaíba ;730;0732;0833;639;RS
1021 º;Mariano Moro ;730;0763;0843;604;RS
1021 º;Ilópolis ;730;0756;0866;595;RS
1021 º;Sagres ;730;0692;0830;677;SP
1021 º;Guarujá do Sul ;730;0732;0833;639;SC
1021 º;Patrocínio Paulista ;730;0696;0826;678;SP
1021 º;Ivaiporã ;730;0711;0827;661;PR
1021 º;Mineiros do Tietê ;730;0719;0823;658;SP
1021 º;Quilombo ;730;0712;0832;656;SC
1021 º;Natividade ;730;0707;0806;683;RJ
1021 º;Teresópolis ;730;0752;0855;605;RJ
1021 º;Anchieta ;730;0696;0856;654;ES
1021 º;Itabirito ;730;0737;0828;638;MG
1021 º;Casa Branca ;730;0727;0835;640;SP
1021 º;Óleo ;730;0713;0858;637;SP
1021 º;Adolfo ;730;0710;0844;648;SP
1021 º;Embaúba ;730;0723;0840;641;SP
1021 º;Altinópolis ;730;0726;0843;635;SP
1021 º;Colorado ;730;0747;0804;649;PR
1021 º;Tupãssi ;730;0721;0830;649;PR
1021 º;Engenheiro Beltrão ;730;0701;0820;677;PR
1021 º;Borborema ;730;0710;0831;658;SP
1021 º;Ipiguá ;730;0696;0839;666;SP
1052 º;Pedrinópolis ;729;0719;0855;631;MG
1052 º;Treze de Maio ;729;0729;0881;602;SC
1052 º;Roca Sales ;729;0753;0853;602;RS
1052 º;Cidreira ;729;0730;0848;625;RS
1052 º;Rio dos Cedros ;729;0739;0827;634;SC
1052 º;Cordeiro ;729;0724;0826;649;RJ
1052 º;Rio do Campo ;729;0741;0803;650;SC
1052 º;São Gabriel do Oeste ;729;0751;0850;608;MS
1052 º;Iconha ;729;0709;0830;658;ES
1052 º;Paraisópolis ;729;0692;0852;657;MG
1052 º;Patrocínio ;729;0723;0852;628;MG
1052 º;Barra Mansa ;729;0720;0819;657;RJ
1052 º;Assis Chateaubriand ;729;0713;0857;633;PR
1052 º;Socorro ;729;0737;0828;634;SP
1052 º;Conquista ;729;0714;0877;618;MG
1052 º;Caiabu ;729;0682;0823;691;SP
1052 º;Água Boa ;729;0723;0829;646;MT
1052 º;Tangará da Serra ;729;0749;0825;626;MT
1052 º;Rio Bom ;729;0672;0848;681;PR
1052 º;Serrana ;729;0713;0835;650;SP
1052 º;Zacarias ;729;0695;0826;674;SP
1052 º;Laranjal Paulista ;729;0732;0829;639;SP
1052 º;Salto de Pirapora ;729;0699;0834;665;SP
1052 º;São José da Lapa ;729;0677;0844;679;MG
1052 º;Pratápolis ;729;0703;0862;639;MG
1052 º;Cerqueira César ;729;0710;0821;666;SP
1052 º;Chavantes ;729;0713;0828;655;SP
1052 º;Diorama ;729;0663;0841;696;GO
1052 º;Lavrinhas ;729;0665;0823;707;SP
1081 º;Reginópolis ;728;0715;0817;660;SP
1081 º;Pedras Grandes ;728;0715;0870;621;SC
1081 º;Guaimbê ;728;0675;0830;689;SP
1081 º;Sabino ;728;0708;0813;671;SP
1081 º;Venda Nova do Imigrante ;728;0731;0845;624;ES
1081 º;Armação dos Búzios ;728;0750;0824;624;RJ
1081 º;Assaí ;728;0724;0833;641;PR
1081 º;Monte Carmelo ;728;0716;0868;620;MG
1081 º;Santiago do Sul ;728;0731;0811;652;SC
1081 º;Cajamar ;728;0713;0810;668;SP
1081 º;Pains ;728;0717;0874;616;MG
1081 º;Caeté ;728;0690;0844;663;MG
1081 º;Terra Boa ;728;0708;0803;680;PR
